Item Code,Item Name,Category Name,net_qty_kg,net_revenue,avg_sell_price,avg_wholesale,loss_rate,loss_adj_margin,discount_share,txn_count
102900011033937,Needle Mushroom (2),Edible Mushroom,473.315,5685.5638,12.283449477351915,8.134729965156794,0.0943,1422.3286338301864,0.2587108013937282,1148
102900005119944,Haixian Mushroom (1),Edible Mushroom,502.504,7745.6091,15.425442176870748,9.069201814058957,0.0989,2683.663899689269,0.010430839002267574,2205
102900011030103,Garden Chrysanthemum (Bag),Flower/Leaf Vegetables,587.0,1360.0,2.318259385665529,1.3063822525597268,0.0943,513.8036877553272,0.15358361774744028,586
102900005118572,Local Shanghaiqing,Flower/Leaf Vegetables,596.697,1487.5732,2.570127795527157,1.6536421725239618,0.1199,395.10574175661856,0.007987220447284345,1252
102900005119098,The Agaricus Bisporus,Edible Mushroom,628.043,12961.945300000001,21.53397823458283,14.045054413542926,0.1278,2946.1949216464113,0.1309955663039097,2481
102900011022030,Pepper Mix,Capsicum,643.0,9432.7,14.681591263650546,2.4,0.0943,7728.824544551176,0.0062402496099844,641
102900005116943,Red Hang Pepper,Capsicum,659.1610000000001,15126.9585,21.88921113689095,13.0108283062645,0.0999,5065.854978169093,0.004640371229698376,4310
102900011000571,Suizhou Bubble Green,Flower/Leaf Vegetables,675.221,2840.2674,4.696127562642369,2.8816021260440396,0.12200000000000001,855.9980833712984,0.0015186028853454822,1317
102900011031995,Jigu (Bag),Edible Mushroom,683.0,2186.7,3.2002923976608186,2.061184210526316,0.0943,632.852147510213,0.42251461988304095,684
102900011032213,Red Hang Pepper (Bag),Capsicum,708.0,3404.1000000000004,4.80818053596615,2.5990973201692524,0.0943,1371.2303963784918,0.24964739069111425,709
106930274620090,Haixian Mushroom (Bag) (2),Edible Mushroom,709.0,2931.2,4.135119887165021,3.0139069111424543,0.0,794.35,0.1001410437235543,709
102900005115748,White Caitai,Flower/Leaf Vegetables,718.676,2877.1296,4.060229885057471,2.3756321839080456,0.08779999999999999,1033.4782406489805,0.0,1305
102900011033234,Hongshujian (Bag),Flower/Leaf Vegetables,727.0,1421.7,1.9556473829201102,1.092314049586777,0.0943,544.731909020647,0.21349862258953167,726
102900011006948,Foreign Garland Chrysanthemum ,Flower/Leaf Vegetables,732.615,11699.693000000001,16.151889168765745,9.994250629722922,0.2616,1892.6818542795227,0.0025188916876574307,1588
102900011030929,Fresh Edible Fungus (Bag),Edible Mushroom,741.0,1607.1,2.168825910931174,1.5141295546558704,0.0943,368.3123219609141,0.40620782726045884,741
102900051000944,Honghu Lotus Root,Aquatic Tuberous Vegetables,745.554,21463.0442,29.199225931301406,19.79643928398645,0.24050000000000002,2169.6122447662933,0.03773584905660377,2067
102900011035078,Red Pepper (2),Capsicum,769.634,12944.367,16.906148055207026,10.535291718946048,0.0943,3970.0088571270835,0.10633626097867001,3188
102900005115168,Niushou Shengcai,Flower/Leaf Vegetables,899.837,3506.0886,4.08001916626737,2.323071394345951,0.043899999999999995,1410.5803477251332,0.0,2087
102900011031582,Green Hot Peppers (Bag),Capsicum,932.0,3243.5,3.4801502145922747,1.6932296137339056,0.0943,1501.1018549188473,0.26931330472103004,932
102900005115885,Caidian Quinoa Artemisia,Flower/Leaf Vegetables,941.188,13268.1641,14.294796288826142,9.290383219039935,0.004699999999999999,4672.688072671556,0.022589753933037516,2479
102900011032244,Red Hot Peppers (Bag),Capsicum,953.0,5585.1,5.859453781512605,3.4865966386554623,0.09430000000000001,1917.6162857458319,0.226890756302521,952
102900011018095,Chinese Caterpillar Fungus Flowers (Bag),Edible Mushroom,978.0,5973.0,6.107361963190184,3.842975460122699,0.11130000000000001,1743.8675593563635,0.0,978
102900051000463,Round Eggplant (2),Solanum,1047.689,7804.0886,7.591652566271856,4.516565143824027,0.06709999999999999,2829.905461399936,0.0005640157924421884,1773
102900011001806,Jigu Mushroom (Bunch),Edible Mushroom,1073.0,6623.900000000001,6.172744186046512,3.852827906976744,0.12420000000000002,1902.707947019868,0.010232558139534883,1075
102900011032787,Zhuyecai (Bag),Flower/Leaf Vegetables,1077.0,2277.4,2.115506035283194,1.3050882079851438,0.0943,726.5001435353869,0.18384401114206128,1077
102900011031926,Chinese Caterpillar Fungus Flowers (Bag),Edible Mushroom,1109.0,5935.400000000001,5.352028854824167,2.9574120829576196,0.0943,2314.1457215413493,0.1442741208295762,1109
102900011009444,Dalong Eggplant,Solanum,1167.218,10233.7446,8.853798256537983,5.133960149439601,0.1094,3617.8770500336855,0.0228310502283105,2409
102900005118824,High Melon (1),Aquatic Tuberous Vegetables,1179.956,16266.7647,13.736976678842371,8.12107333520652,0.2925,2599.423484452297,0.037932003371733636,3559
102900005116226,Green Hot Peppers,Capsicum,1187.429,13371.9407,11.255956068713038,6.714919740918051,0.0672,4827.786229588336,0.004505773021684032,3551
102900011034439,Green And Red Hang Pepper Mix (Bag),Capsicum,1258.0,4834.6,3.842335186656076,2.345687053216839,0.0943,1576.379838798719,0.09451945988880063,1259
102900011011546,Haixian Mushroom (Bag) (1),Edible Mushroom,1266.0,5262.0,4.160509554140128,2.4151353503184714,0.05960000000000001,2012.414717141642,0.003980891719745223,1256
106971533450003,Haixian Mushroom (Bunch),Edible Mushroom,1303.0,4177.8,3.207692307692308,2.255646153846154,0.0,1239.9,0.2246153846153846,1300
102900011030912,Haixian Mushroom (Bag),Edible Mushroom,1303.0,8203.8,6.298390804597701,2.859049808429119,0.0943,4090.683073865518,0.3218390804597701,1305
102900011033944,Apricot Bao Mushroom (2),Edible Mushroom,1304.983,15394.9638,11.751668970965829,7.650219237606162,0.0943,4339.430223760626,0.3069326486272961,5063
